schluessel;Name;apothekenVorgabe
13072023;Dahmen; 0,127   
13072024;Dalkendorf; 0,070   
13072025;Diekhof; 0,240   
13072026;Dobbin-Linstow; 0,129   
13072027;Dolgen am See; 0,162   
13072028;Dreetz; 0,057   
13072029;Dummerstorf; 1,804   
13072030;Elmenhorst/Lichtenhagen; 1,012   
13072031;Finkenthal; 0,072   
13072032;Gelbensande; 0,399   
13072033;Glasewitz; 0,115   
13072034;Gnewitz; 0,053   
13072035;Gnoien, Stadt; 0,791   
13072036;Graal-M�ritz; 1,076   
13072037;Grammow; 0,044   
13072038;Gro� Roge; 0,164   
13072039;Gro� Schwiesow; 0,086   
13072040;Gro� Wokern; 0,267   
13072041;Gro� W�stenfelde; 0,224   
13072042;G�lzow-Pr�zen; 0,410   
13072043;G�strow, Stadt; 7,324   
13072044;Gutow; 0,245   
13072045;Hohen Demzin; 0,105   
13072046;Hohen Sprenz; 0,129   
13072047;Hohenfelde; 0,215   
13072048;Hoppenrade; 0,172   
13072049;J�rdenstorf; 0,229   
13072050;J�rgenshagen; 0,276   
13072051;Kassow; 0,091   
13072052;Kirch Mulsow; 0,086   
13072053;Klein Belitz; 0,207   
13072054;Klein Kussewitz; 0,182   
13072055;Klein Upahl; 0,070   
13072056;Krakow am See, Stadt; 0,919   
13072057;Kritzmow; 0,830   
13072058;Kr�pelin, Stadt; 1,232   
13072059;Kuchelmi�; 0,196   
13072060;K�hlungsborn, Stadt; 1,872   
13072061;Kuhs; 0,083   
13072062;Laage, Stadt; 1,386   
13072063;Lalendorf; 0,783   
13072064;Lambrechtshagen; 0,692   
13072065;Langhagen; 0,147   
13072066;Lelkendorf; 0,126   
13072067;Lohmen; 0,194   
13072068;L�hburg; 0,058   
13072069;L�ssow; 0,242   
13072070;Mandelshagen; 0,065   
13072071;Mistorf; 0,168   
13072072;M�nchhagen; 0,287   
13072073;M�hl Rosin; 0,275   
13072074;Neubukow, Stadt; 1,008   
13072075;Nienhagen; 0,476   
13072076;Nustrow; 0,041   
13072077;Papendorf; 0,627   
13072078;Penzin; 0,039   
13072079;Plaaz; 0,204   
13072080;P�lchow; 0,229   
13072081;Poppendorf; 0,170   
13072082;Prebberede; 0,203   
13072083;Reddelich; 0,226   
13072084;Reimershagen; 0,106   
13072085;Rerik, Stadt; 0,561   
13072086;Retschow; 0,235   
13072087;Roggentin; 0,673   
13072088;R�vershagen; 0,624   
13072089;R�hn; 0,162   
13072090;Rukieten; 0,077   
13072091;Sanitz; 1,455   
13072092;Sarmstorf; 0,130   
13072093;Satow; 1,401   
13072094;Schorssow; 0,118   
13072095;Schwaan, Stadt; 1,279   
13072096;Schwasdorf; 0,128   
13072097;Selpin; 0,126   
13072098;St�below; 0,357   
13072099;Steffenshagen; 0,118   
13072100;Steinfeld; 0,139   
13072101;Steinhagen; 0,181   
13072102;Stubbendorf; 0,034   
13072103;Sukow-Levitzow; 0,121   
13072104;Tarnow; 0,285   
13072105;Tessin, Stadt; 0,997   
13072106;Teterow, Stadt; 2,261   
13072107;Thelkow; 0,118   
13072108;Thulendorf; 0,152   
13072109;Th�rkow; 0,098   
13072110;Vorbeck; 0,077   
13072111;Walkendorf; 0,113   
13072112;Wardow; 0,338   
13072113;Warnkenhagen; 0,091   
13072114;Warnow; 0,238   
13072116;Wiendorf; 0,195   
13072117;Wittenbeck; 0,200   
13072118;Zarnewanz; 0,095   
13072119;Zehna; 0,159   
13072120;Zepelin; 0,115   
13072121;Ziesendorf; 0,345   
13073001;Ahrenshagen-Daskow; 0,523   
13073002;Ahrenshoop; 0,167   
13073003;Altef�hr; 0,310   
13073004;Altenkirchen; 0,255   
13073005;Altenpleen; 0,249   
13073006;Baabe; 0,219   
13073007;Bad S�lze, Stadt; 0,442   
13073008;Bartelshagen II b. Barth; 0,097   
13073009;Barth, Stadt; 2,225   
13073010;Bergen auf R�gen, Stadt; 3,532   
13073011;Binz; 1,321   
13073012;Born a. Dar�; 0,294   
13073013;Breege; 0,165   
13073014;Buschvitz; 0,062   
13073015;Dettmannsdorf; 0,250   
13073016;Deyelsdorf; 0,129   
13073017;Dierhagen; 0,388   
13073018;Divitz-Spoldershagen; 0,121   
13073019;Dranske; 0,310   
13073020;Drechow; 0,062   
13073021;Dreschvitz; 0,204   
13073022;Eixen; 0,199   
13073023;Elmenhorst; 0,189   
13073024;Franzburg, Stadt; 0,382   
13073025;Fuhlendorf; 0,205   
13073026;Gager; 0,104   
13073027;Garz/R�gen, Stadt; 0,578   
13073028;Gingst; 0,361   
13073029;Glewitz; 0,143   
13073030;Glowe; 0,251   
13073031;G�hren; 0,313   
13073032;Grammendorf; 0,139   
13073033;Gransebieth; 0,151   
13073034;Gremersdorf-Buchholz; 0,173   
13073035;Grimmen, Stadt; 2,564   
13073036;Gro� Kordshagen; 0,090   
13073037;Gro� Mohrdorf; 0,194   
13073038;Gustow; 0,165   
13073039;Hugoldsdorf; 0,036   
13073040;Insel Hiddensee; 0,250   
13073041;Jakobsdorf; 0,125   
13073042;Karnin; 0,055   
13073043;Kenz-K�strow; 0,134   
13073044;Klausdorf; 0,166   
13073045;Kluis; 0,100   
13073046;Kramerhof; 0,442   
13073047;Kummerow; 0,082   
13073048;Lancken-Granitz; 0,098   
13073049;Lietzow; 0,063   
13073050;Lindholz; 0,176   
13073051;L�bnitz; 0,161   
13073052;Lohme; 0,117   
13073053;L�dershagen; 0,147   
13073054;L�ssow; 0,223   
13073055;Marlow, Stadt; 1,193   
13073056;Middelhagen; 0,147   
13073057;Millienhagen-Oebelitz; 0,091   
13073058;Neu Bartelshagen; 0,085   
13073059;Neuenkirchen; 0,086   
13073060;Niepars; 0,469   
13073061;Pantelitz; 0,183   
13073062;Papenhagen; 0,141   
13073063;Parchtitz; 0,195   
13073064;Patzig; 0,121   
13073065;Poseritz; 0,267   
13073066;Preetz; 0,262   
13073067;Prerow; 0,394   
13073068;Prohn; 0,507   
13073069;Pruchten; 0,186   
13073070;Putbus, Stadt; 1,103   
13073071;Putgarten; 0,055   
13073072;Ralswiek; 0,059   
13073073;Rambin; 0,255   
13073074;Rappin; 0,082   
13073075;Ribnitz-Damgarten, Stadt; 3,838   
13073076;Richtenberg, Stadt; 0,356   
13073077;Saal; 0,300   
13073078;Sagard; 0,629   
13073079;Samtens; 0,504   
13073080;Sassnitz, Stadt; 2,469   
13073081;Schaprode; 0,123   
13073082;Schlemmin; 0,075   
13073083;Sehlen; 0,220   
13073084;Sellin; 0,615   
13073085;Semlow; 0,191   
13073086;Splietsdorf; 0,124   
13073087;Steinhagen; 0,647   
13073088;Stralsund, Hansestadt; 14,523   
13073089;S�derholz; 1,022   
13073090;Sundhagen; 1,324   
13073091;Thiessow; 0,096   
13073092;Trent; 0,186   
13073093;Tribsees, Stadt; 0,676   
13073094;Trinwillershagen; 0,302   
13073095;Ummanz; 0,143   
13073096;Velgast; 0,471   
13073097;Weitenhagen; 0,063   
13073098;Wendisch Baggendorf; 0,142   
13073099;Wendorf; 0,238   
13073100;Wieck a. Dar�; 0,182   
13073101;Wiek; 0,293   
13073102;Wittenhagen; 0,294   
13073103;Wustrow; 0,300   
13073104;Zarrendorf; 0,262   
13073105;Zingst; 0,782   
13073106;Zirkow; 0,167   
13074001;Alt Meteln; 0,313   
13074002;Bad Kleinen; 0,930   
13074003;Barnekow; 0,157   
13074004;Benz; 0,158   
13074005;Bernstorf; 0,085   
13074006;Bibow; 0,098   
13074007;Blowatz; 0,288   
13074008;Bobitz; 0,636   
13074009;Boiensdorf; 0,132   
13074010;Boltenhagen; 0,612   
13074011;B�rzow; 0,183   
13074012;Br�sewitz; 0,535   
13074013;Carlow; 0,304   
13074014;Cramonshagen; 0,128   
13074015;Dalberg-Wendelstorf; 0,136   
13074016;Damshagen; 0,320   
13074017;Dassow, Stadt; 1,025   
13074018;Dechow; 0,052   
13074019;Dorf Mecklenburg; 0,727   
13074020;Dragun; 0,203   
13074021;Gadebusch, Stadt; 1,421   
13074022;G�gelow; 0,653   
13074023;Glasin; 0,206   
13074024;Gottesgabe; 0,195   
13074025;Grambow; 0,160   
13074026;Grevesm�hlen, Stadt; 2,721   
13074027;Grieben; 0,043   
13074028;Gro� Molzahn; 0,092   
13074029;Gro� Siemz; 0,078   
13074030;Gro� Stieten; 0,141   
13074031;Hohen Viecheln; 0,163   
13074032;Hohenkirchen; 0,329   
13074033;Holdorf; 0,101   
13074034;Hornstorf; 0,274   
13074035;Insel Poel; 0,651   
13074036;Jesendorf; 0,117   
13074037;Kalkhorst; 0,460   
13074038;Klein Trebbow; 0,221   
13074039;Kl�tz, Stadt; 0,778   
13074040;Kneese; 0,077   
13074042;K�nigsfeld; 0,241   
13074043;Krembz; 0,228   
13074044;Krusenhagen; 0,130   
13074045;Lockwisch; 0,102   
13074046;L�bberstorf; 0,055   
13074047;L�bow; 0,391   
13074048;L�bstorf; 0,380   
13074049;L�dersdorf; 1,305   
13074050;L�tzow; 0,385   
13074051;Mallentin; 0,177   
13074052;Menzendorf; 0,063   
13074053;Metelsdorf; 0,121   
13074054;M�hlen Eichsen; 0,249   
13074055;Nesow; 0,058   
13074056;Neuburg; 0,527   
13074057;Neukloster, Stadt; 0,992   
13074058;Niendorf; 0,081   
13074059;Papenhusen; 0,082   
13074060;Passee; 0,044   
13074061;Perlin; 0,096   
13074062;Pingelshagen; 0,133   
13074063;Pl�schow; 0,128   
13074064;Pokrent; 0,178   
13074065;Rehna, Stadt; 0,772   
13074066;Rieps; 0,092   
13074067;Roduchelstorf; 0,063   
13074068;Roggendorf; 0,259   
13074069;Roggenstorf; 0,119   
13074070;R�gnitz; 0,049   
13074071;R�ting; 0,137   
13074072;Schildetal; 0,206   
13074073;Schlagsdorf; 0,277   
13074074;Sch�nberg, Stadt; 1,110   
13074075;Seehof; 0,243   
13074076;Selmsdorf; 0,688   
13074077;Testorf-Steinfort; 0,160   
13074078;Thandorf; 0,044   
13074079;Upahl; 0,272   
13074080;Utecht; 0,083   
13074081;Veelb�ken; 0,177   
13074082;Ventschow; 0,176   
13074083;Vitense; 0,082   
13074084;Warin, Stadt; 0,870   
13074085;Warnow; 0,164   
13074087;Wismar, Hansestadt; 10,790   
13074088;Zickhusen; 0,139   
13074089;Zierow; 0,193   
13074090;Zurow; 0,344   
13074091;Z�sow; 0,078   
13074092;Wedendorfersee; 0,168   
13075001;Ahlbeck; 0,178   
13075002;Alt Tellin; 0,106   
13075003;Altwarp; 0,133   
13075004;Altwigshagen; 0,118   
13075005;Anklam, Stadt; 3,330   
13075006;Bandelin; 0,140   
13075007;Bargischow; 0,089   
13075008;Behrenhoff; 0,196   
13075009;Bentzin; 0,214   
13075010;Benz; 0,251   
13075011;Bergholz; 0,095   
13075012;Blankensee; 0,148   
13075013;Blesewitz; 0,066   
13075014;Blumenhagen; 0,091   
13075015;Boldekow; 0,128   
13075016;Boock; 0,152   
13075017;Brietzig; 0,051   
13075018;Br�nzow; 0,157   
13075019;Buddenhagen; 0,112   
13075020;Bugewitz; 0,073   
13075021;Buggenhagen; 0,060   
13075022;Butzow; 0,112   
13075023;Daberkow; 0,091   
13075024;Damerow; 0,034   
13075025;Dargelin; 0,096   
13075026;Dargen; 0,136   
13075027;Dersekow; 0,271   
13075028;Diedrichshagen; 0,125   
13075029;Ducherow; 0,653   
13075030;D�vier; 0,117   
13075031;Eggesin, Stadt; 1,284   
13075032;Fahrenwalde; 0,085   
13075033;Ferdinandshof; 0,703   
13075034;Garz; 0,062   
13075035;Glasow; 0,045   
13075036;G�rmin; 0,228   
13075037;Grambin; 0,111   
13075038;Grambow; 0,231   
13075039;Greifswald, Hansestadt; 14,275   
13075040;Gribow; 0,043   
13075041;Gro� Kiesow; 0,338   
13075042;Gro� Luckow; 0,055   
13075043;Gro� Polzin; 0,108   
13075044;G�tzkow, Stadt; 0,724   
13075045;Hammer a.d. Uecker; 0,125   
13075046;Hanshagen; 0,233   
13075047;Heinrichsruh; 0,064   
13075048;Heinrichswalde; 0,110   
13075049;Heringsdorf; 2,301   
13075050;Hinrichshagen; 0,214   
13075051;Hintersee; 0,085   
13075052;Hohendorf; 0,243   
13075053;Iven; 0,047   
13075054;Jarmen, Stadt; 0,788   
13075055;Jatznick; 0,467   
13075056;Kamminke; 0,072   
13075057;Karlsburg; 0,336   
13075058;Karlshagen; 0,796   
13075059;Katzow; 0,160   
13075060;Kemnitz; 0,280   
13075061;Klein B�nzow; 0,196   
13075062;Klein Luckow; 0,058   
13075063;Koblentz; 0,057   
13075064;K�lzin; 0,078   
13075065;Korswandt; 0,155   
13075066;Koserow; 0,437   
13075067;Krackow; 0,171   
13075068;Krien; 0,188   
13075069;Kr�slin; 0,454   
13075070;Kruckow; 0,168   
13075071;Krugsdorf; 0,107   
13075072;Krummin; 0,061   
13075073;Krusenfelde; 0,047   
13075074;Lassan, Stadt; 0,397   
13075075;Leopoldshagen; 0,182   
13075076;Levenhagen; 0,103   
13075077;Liepen; 0,080   
13075078;Liepgarten; 0,199   
13075079;L�cknitz; 0,789   
13075080;Loddin; 0,259   
13075081;Loissin; 0,203   
13075082;Loitz, Stadt; 1,052   
13075083;Lubmin; 0,506   
13075084;L�bs; 0,097   
13075085;Luckow; 0,161   
13075086;L�hmannsdorf; 0,177   
13075087;L�tow; 0,095   
13075088;Medow; 0,143   
13075089;Meiersberg; 0,106   
13075090;Mellenthin; 0,121   
13075091;Mesekenhagen; 0,269   
13075092;M�lschow; 0,202   
13075093;M�nkebude; 0,196   
13075094;Murchin; 0,209   
13075095;Nadrensee; 0,094   
13075096;Neetzow; 0,149   
13075097;Neu Boltenhagen; 0,158   
13075098;Neu Kosenow; 0,138   
13075099;Neuendorf A; 0,035   
13075100;Neuendorf B; 0,039   
13075101;Neuenkirchen; 0,065   
13075102;Neuenkirchen; 0,587   
13075103;Nieden; 0,046   
13075104;Papendorf; 0,062   
13075105;Pasewalk, Stadt; 2,709   
13075106;Peenem�nde; 0,068   
13075107;Penkun, Stadt; 0,494   
13075108;Pl�wen; 0,076   
13075109;Polzow; 0,064   
13075110;Postlow; 0,087   
13075111;Pudagla; 0,110   
13075112;Putzar; 0,052   
13075113;Ramin; 0,176   
13075114;Rankwitz; 0,160   
13075115;Rollwitz; 0,152   
13075116;Rossin; 0,042   
13075117;Rossow; 0,114   
13075118;Rothem�hl; 0,080   
13075119;Rothenklempenow; 0,163   
13075120;Rubenow; 0,207   
13075121;Rubkow; 0,173   
13075122;Sarnow; 0,113   
13075123;Sassen-Trantow; 0,227   
13075124;Sauzin; 0,107   
13075125;Schmatzin; 0,079   
13075126;Sch�nwalde; 0,122   
13075127;Spantekow; 0,289   
13075128;Stolpe; 0,088   
13075129;Stolpe auf Usedom; 0,096   
13075130;Strasburg (Uckermark), Stadt; 1,341   
13075131;Torgelow, Stadt; 2,258   
13075132;Torgelow-Holl�nderei; 0,104   
13075133;Trassenheide; 0,224   
13075134;Tutow; 0,320   
13075135;�ckeritz; 0,255   
13075136;Ueckerm�nde, Stadt; 2,303   
13075137;Usedom, Stadt; 0,472   
13075138;Viereck; 0,311   
13075139;Vogelsang-Warsin; 0,088   
13075140;V�lschow; 0,131   
13075141;Wackerow; 0,350   
13075142;Weitenhagen; 0,385   
13075143;Wilhelmsburg; 0,212   
13075144;Wolgast, Stadt; 2,836   
13075145;Wrangelsburg; 0,053   
13075146;Wusterhusen; 0,312   
13075147;Zemitz; 0,188   
13075148;Zempin; 0,241   
13075149;Zerrenthin; 0,123   
13075150;Ziethen; 0,126   
13075151;Zinnowitz; 1,000   
13075152;Zirchow; 0,151   
13075153;Z�sedom; 0,061   
13075154;Z�ssow; 0,360   
13076001;Alt Krenzlin; 0,198   
13076002;Alt Zachun; 0,094   
13076003;Balow; 0,084   
13076004;Bandenitz; 0,120   
13076005;Banzkow; 0,708   
13076006;Barkhagen; 0,160   
13076007;Barnin; 0,118   
13076008;Belsch; 0,056   
13076009;Bengerstorf; 0,145   
13076010;Besitz; 0,115   
13076011;Blankenberg; 0,107   
13076012;Blievenstorf; 0,112   
13076013;Bobzin; 0,065   
13076014;Boizenburg/ Elbe, Stadt; 2,602   
13076015;Borkow; 0,120   
13076016;Brahlstorf; 0,183   
13076017;Brenz; 0,131   
13076018;Bresegard bei Eldena; 0,058   
13076019;Bresegard bei Picher; 0,078   
13076020;Br�el, Stadt; 0,700   
13076021;Brunow; 0,085   
13076022;Buchberg; 0,131   
13076023;B�low; 0,091   
13076024;Cambs; 0,163   
13076025;Crivitz, Stadt; 1,299   
13076026;Dabel; 0,375   
13076027;Dambeck; 0,077   
13076028;Damm; 0,129   
13076029;Demen; 0,242   
13076030;Dersenow; 0,116   
13076031;Diestelow; 0,117   
13076032;Dobbertin; 0,292   
13076033;Dobin am See; 0,487   
13076034;D�mitz, Stadt; 0,784   
13076035;Doms�hl; 0,255   
13076036;D�mmer; 0,367   
13076037;Eldena; 0,316   
13076038;Friedrichsruhe; 0,229   
13076039;Gallin; 0,131   
13076040;Gallin-Kuppentin; 0,127   
13076041;Gammelin; 0,119   
13076042;Ganzlin; 0,134   
13076043;Gischow; 0,068   
13076044;Gneven; 0,097   
13076045;Godern; 0,087   
13076046;G�hlen; 0,090   
13076048;Goldberg, Stadt; 0,803   
13076049;Gorlosen; 0,132   
13076050;Grabow, Stadt; 1,473   
13076051;Granzin; 0,125   
13076052;Grebbin; 0,130   
13076053;Grebs-Niendorf; 0,147   
13076054;Gresse; 0,167   
13076055;Greven; 0,177   
13076056;Gro� Godems; 0,103   
13076057;Gro� Krams; 0,045   
13076058;Gro� Laasch; 0,248   
13076059;Gro� Niendorf; 0,056   
13076060;Hagenow, Stadt; 2,897   
13076061;Herzberg; 0,079   
13076062;Hohen Pritz; 0,098   
13076063;Holthusen; 0,222   
13076064;Hoort; 0,142   
13076065;H�lseburg; 0,042   
13076066;Karbow-Vietl�bbe; 0,089   
13076067;Karenz; 0,066   
13076068;Karrenzin; 0,152   
13076069;Karst�dt; 0,153   
13076070;Kirch Jesar; 0,160   
13076071;Klein Rogahn; 0,337   
13076072;Kobrow; 0,109   
13076073;Kogel; 0,165   
13076074;K�rchow; 0,203   
13076075;Kreien; 0,105   
13076076;Kremmin; 0,063   
13076077;Kritzow; 0,118   
13076078;Kuhlen-Wendorf; 0,222   
13076079;Kuhstorf; 0,195   
13076080;Langen Br�tz; 0,123   
13076081;Langen Jarchow; 0,064   
13076082;Leezen; 0,556   
13076083;Lehsen; 0,090   
13076084;Leussow; 0,071   
13076085;Lewitzrand; 0,375   
13076086;L�besse; 0,180   
13076087;L�blow; 0,153   
13076088;L�btheen, Stadt; 1,177   
13076089;L�bz, Stadt; 1,552   
13076090;Ludwigslust, Stadt; 3,058   
13076091;Lutheran; 0,080   
13076092;L�ttow-Valluhn; 0,204   
13076093;Malk G�hren; 0,117   
13076094;Malli�; 0,311   
13076095;Marnitz; 0,202   
13076096;Mestlin; 0,195   
13076097;Milow; 0,102   
13076098;M�llenbeck; 0,054   
13076099;Moraas; 0,121   
13076100;Muchow; 0,082   
13076101;Mustin; 0,105   
13076102;Neu G�lze; 0,201   
13076103;Neu Kali�; 0,506   
13076104;Neu Poserin; 0,139   
13076105;Neustadt-Glewe, Stadt; 1,654   
13076106;Nostorf; 0,232   
13076107;Pampow; 0,746   
13076108;Parchim, Stadt; 4,423   
13076109;Passow; 0,173   
13076110;P�tow-Steegen; 0,095   
13076111;Picher; 0,167   
13076112;Pinnow; 0,407   
13076113;Plate; 0,857   
13076114;Plau am See, Stadt; 1,570   
13076115;Prislich; 0,181   
13076116;Pritzier; 0,112   
13076117;Raben Steinfeld; 0,271   
13076118;Rastow; 0,484   
13076119;Redefin; 0,138   
13076120;Rom; 0,209   
13076121;Schossin; 0,062   
13076122;Schwanheide; 0,180   
13076123;Setzin; 0,123   
13076124;Severin; 0,077   
13076125;Siggelkow; 0,233   
13076126;Spornitz; 0,336   
13076127;Steesow; 0,049   
13076128;Sternberg, Stadt; 1,100   
13076129;Stolpe; 0,095   
13076130;Stralendorf; 0,350   
13076131;Strohkirchen; 0,082   
13076132;Suckow; 0,146   
13076133;Sukow; 0,372   
13076134;S�lstorf; 0,221   
13076135;Techentin; 0,188   
13076136;Teldau; 0,251   
13076137;Tessenow; 0,157   
13076138;Tessin b. Boizenburg; 0,104   
13076139;Toddin; 0,126   
13076140;Tramm; 0,241   
13076141;Uelitz; 0,107   
13076142;Vellahn; 0,691   
13076143;Vielank; 0,343   
13076144;Wahlstorf; 0,040   
13076145;Warlitz; 0,109   
13076146;Warlow; 0,123   
13076147;Warsow; 0,168   
13076148;Weitendorf; 0,097   
13076149;Wendisch Priborn; 0,110   
13076150;Wendisch Waren; 0,087   
13076151;Werder; 0,096   
13076152;Wittenburg, Stadt; 1,274   
13076153;Wittend�rp; 0,733   
13076154;Wittenf�rden; 0,684   
13076155;Witzin; 0,127   
13076156;W�bbelin; 0,229   
13076157;Zahrensdorf; 0,077   
13076158;Zapel; 0,107   
13076159;Zarrentin am Schaalsee, Stadt; 1,230   
13076160;Ziegendorf; 0,159   
13076161;Zierzow; 0,102   
13076162;Z�lkow; 0,144   
13076163;Z�low; 0,040   
14511000;Chemnitz, Stadt; 59,095   
14521010;Amtsberg; 0,959   
14521020;Annaberg-Buchholz, Stadt; 5,140   
14521030;Aue, Stadt; 4,175   
14521040;Auerbach; 0,667   
14521050;Bad Schlema; 1,236   
14521060;B�renstein; 0,599   
14521070;Bernsbach; 1,093   
14521080;Bockau; 0,596   
14521090;B�rnichen/Erzgeb.; 0,240   
14521100;Borstendorf; 0,334   
14521110;Breitenbrunn/Erzgeb.; 1,410   
14521120;Burkhardtsdorf; 1,557   
14521130;Crottendorf; 1,041   
14521140;Deutschneudorf; 0,261   
14521150;Drebach; 1,386   
14521160;Ehrenfriedersdorf, Stadt; 1,213   
14521170;Eibenstock, Stadt; 1,949   
14521180;Elterlein, Stadt; 0,759   
14521190;Erlbach-Kirchberg; 0,403   
14521200;Gelenau/Erzgeb.; 1,077   
14521210;Geyer, Stadt; 0,927   
14521220;Gornau/Erzgeb.; 0,934   
14521230;Gornsdorf; 0,511   
14521240;Gro�olbersdorf; 0,725   
14521250;Gro�r�ckerswalde; 0,886   
14521260;Gr�nhain-Beierfeld, Stadt; 1,504   
14521270;Gr�nhainichen; 0,568   
14521280;Heidersdorf; 0,207   
14521290;Hohndorf; 0,933   
14521300;Hormersdorf; 0,379   
14521310;Jahnsdorf/Erzgeb.; 1,377   
14521320;Johanngeorgenstadt, Stadt; 1,099   
14521330;J�hstadt, Stadt; 0,721   
14521340;K�nigswalde; 0,566   
14521350;Lauter/Sa., Stadt; 1,144   
14521360;Lengefeld, Stadt; 1,065   
14521370;L��nitz, Stadt; 2,276   
14521380;Lugau/Erzgeb., Stadt; 1,698   
14521390;Marienberg, Stadt; 3,225   
14521400;Mildenau; 0,860   
14521410;Neukirchen/Erzgeb.; 1,673   
14521420;Niederdorf; 0,306   
14521430;Niederw�rschnitz; 0,667   
14521440;Oberwiesenthal, Kurort, Stadt; 0,570   
14521450;Oelsnitz/Erzgeb., Stadt; 2,815   
14521460;Olbernhau, Stadt; 2,343   
14521470;Pfaffroda; 0,661   
14521480;Pobershau; 0,483   
14521490;Pockau; 0,959   
14521500;Raschau-Markersbach; 1,333   
14521510;Scheibenberg, Stadt; 0,542   
14521520;Schlettau, Stadt; 0,613   
14521530;Schneeberg, Stadt; 3,613   
14521540;Sch�nheide; 1,203   
14521550;Schwarzenberg/Erzgeb., Stadt; 4,414   
14521560;Sehmatal; 1,676   
14521570;Seiffen/Erzgeb., Kurort; 0,591   
14521590;Stollberg/Erzgeb., Stadt; 2,824   
14521600;St�tzengr�n; 0,864   
14521610;Tannenberg; 0,284   
14521620;Thalheim/Erzgeb., Stadt; 1,673   
14521630;Thermalbad Wiesenbad; 0,859   
14521640;Thum, Stadt; 1,341   
14521670;Wolkenstein, Stadt; 0,987   
14521680;Z�blitz, Stadt; 0,695   
14521690;Zschopau, Stadt; 2,451   
14521700;Zschorlau; 1,368   
14521710;Zw�nitz, Stadt; 2,717   
14522010;Altmittweida; 0,489   
14522020;Augustusburg, Stadt; 1,182   
14522030;Bobritzsch; 1,114   
14522040;Bockelwitz; 0,598   
14522050;Brand-Erbisdorf, Stadt; 2,508   
14522060;Burgst�dt, Stadt; 2,746   
14522070;Clau�nitz; 0,803   
14522080;D�beln, Stadt; 5,142   
14522090;Dorfchemnitz; 0,402   
14522110;Eppendorf; 1,089   
14522120;Erlau; 0,817   
14522140;Fl�ha, Stadt; 2,809   
14522150;Frankenberg/Sa., Stadt; 3,660   
14522160;Frankenstein; 0,274   
14522170;Frauenstein, Stadt; 0,744   
14522180;Freiberg, Stadt; 9,832   
14522190;Geringswalde, Stadt; 1,126   
14522200;Gro�hartmannsdorf; 0,639   
14522210;Gro�schirma, Stadt; 1,427   
14522220;Gro�weitzschen; 0,725   
14522230;Hainichen, Stadt; 2,168   
14522240;Halsbr�cke; 1,309   
14522250;Hartha, Stadt; 1,882   
14522260;Hartmannsdorf; 1,107   
14522270;Hilbersdorf; 0,352   
14522280;K�nigsfeld; 0,384   
14522290;K�nigshain-Wiederau; 0,673   
14522300;Kriebstein; 0,565   
14522310;Leisnig, Stadt; 1,552   
14522320;Leubsdorf; 0,865   
14522330;Lichtenau; 1,844   
14522340;Lichtenberg/Erzgeb.; 0,686   
14522350;Lunzenau, Stadt; 1,148   
14522360;Mittweida, Stadt; 3,755   
14522370;Mochau; 0,591   
14522380;M�hlau; 0,536   
14522390;Mulda/Sa.; 0,658   
14522400;Neuhausen/Erzgeb.; 0,710   
14522410;Niederstriegis; 0,280   
14522420;Niederwiesa; 1,240   
14522430;Obersch�na; 0,845   
14522440;Oederan, Stadt; 1,816   
14522450;Ostrau; 0,952   
14522460;Penig, Stadt; 2,321   
14522470;Rechenberg-Bienenm�hle; 0,512   
14522480;Reinsberg; 0,740   
14522490;Rochlitz, Stadt; 1,526   
14522500;Rossau; 0,888   
14522510;Ro�wein, Stadt; 1,654   
14522520;Sayda, Stadt; 0,488   
14522530;Seelitz; 0,459   
14522540;Striegistal; 1,217   
14522550;Taura; 0,609   
14522570;Waldheim, Stadt; 2,029   
14522580;Wechselburg; 0,483   
14522590;Wei�enborn/Erzgeb.; 0,638   
14522600;Zettlitz; 0,194   
14522610;Ziegra-Knobelsdorf; 0,498   
14522620;Zschaitz-Ottewig; 0,335   
14523010;Adorf/Vogtl., Stadt; 1,303   
14523020;Auerbach/Vogtl., Stadt; 4,784   
14523030;Bad Brambach; 0,504   
14523040;Bad Elster, Stadt; 0,908   
14523050;Bergen; 0,253   
14523060;B�senbrunn; 0,307   
14523080;Eichigt; 0,316   
14523090;Ellefeld; 0,678   
14523100;Elsterberg, Stadt; 1,087   
14523110;Erlbach; 0,421   
14523120;Falkenstein/Vogtl., Stadt; 2,103   
14523130;Gr�nbach, H�henluftkurort; 0,446   
14523150;Heinsdorfergrund; 0,534   
14523160;Klingenthal, Stadt; 1,951   
14523170;Lengenfeld, Stadt; 1,850   
14523190;Limbach; 0,374   
14523200;Markneukirchen, Stadt; 1,585   
14523230;M�hlental; 0,337   
14523240;M�hltroff, Stadt; 0,430   
14523245;Muldenhammer; 0,817   
14523250;Mylau, Stadt; 0,675   
14523260;Netzschkau, Stadt; 1,023   
14523270;Neuensalz; 0,556   
14523280;Neumark; 0,743   
14523290;Neustadt/Vogtl.; 0,249   
14523300;Oelsnitz/Vogtl., Stadt; 2,729   
14523310;Pausa/Vogtl., Stadt; 0,880   
14523320;Plauen, Stadt; 15,802   
14523330;P�hl; 0,642   
14523340;Reichenbach im Vogtland, Stadt; 4,779   
14523350;Reuth; 0,255   
14523360;Rodewisch, Stadt; 1,658   
14523365;Rosenbach/Vogtl.; 1,072   
